-3.1603596867532253E7;1.0304257352509375E8;3194760.619357331
-3.4956964633212894E7;1.0198206481394958E8;3373812.804055623
-3.8273360758668765E7;1.0081370163329493E8;3549296.8634161684
-4.15493151142544E7;9.953881760938556E7;3721030.659584157
-4.4781407671066426E7;9.8158858848241E7;3888836.440843945
-4.7966272162010476E7;9.667538188973804E7;4052541.025224705
-5.11005996504994E7;9.509005154160503E7;4211975.977197008
-5.41811420029073E7;9.340463859797768E7;4366977.777304176
-5.720471526123844E7;9.162101744732635E7;4517387.984588837
-6.016820291270871E7;8.9741163574728E7;4663053.391681346
-6.306855905318619E7;8.776715096351928E7;4803826.172438932
-6.59028114416885E7;8.570114940145221E7;4939564.02203081
-6.866806444339572E7;8.3545421696523E7;5070130.289390104
-7.136150185887825E7;8.130232080758889E7;5195394.10196812
-7.398038963752452E7;7.897428689500515E7;5315230.482743147
-7.652207847338831E7;7.656384429643582E7;5429520.459453727
-7.898400628196579E7;7.407359843298043E7;5538151.166037562
-8.136370055664767E7;7.15062326507898E7;5641015.936278746
-8.365878060384242E7;6.886450500326099E7;5738014.389667261
-8.586695965597272E7;6.61512449788835E7;5829052.509500746
-8.798604686183621E7;6.336935017973198E7;5914042.71326138
-9.001394915398425E7;6.052178295555143E7;5992903.915315494
-9.194867299303061E7;5.761156699830471E7;6065561.581995092
-9.378832598892419E7;5.464178390192814E7;6131947.779128953
-9.553111839955078E7;5.161556969201416E7;6192001.212104322
-9.717536450705375E7;4.8536111329957515E7;6245667.258543513
-9.871948387256454E7;4.5406643196049936E7;6292897.993695716
-1.0016200247011285E8;4.223044355586203E7;6333652.208645244
-1.0150155370069034E8;3.9010831014130466E7;6367895.421448355
-1.0273687928756177E8;3.5751160960275285E7;6395599.881317881
-1.0386683005407381E8;3.245482200947144E7;6416744.565977209
-1.0489036658527993E8;2.9125232443139035E7;6431315.172316124
-1.0580655977488358E8;2.576583665253204E7;6439304.100478448
-1.0661459125907311E8;2.2380101588985585E7;6440710.431523003
-1.0731375373886536E8;1.897151322423983E7;6435539.898796966
-1.0790345119279502E8;1.5543573024101796E7;6423804.853167602
-1.0838319898167552E8;1.2099794438608395E7;6405524.222257722
-1.0875262384737176E8;8643699.411648847;6380723.463834205
-1.0901146380753358E8;5178814.912930974;6349434.513500187
-1.0915956794824468E8;1708669.4949941493;6311695.726840209
-1.0919689611662805E8;-1763210.122145686;6267551.816171165
-1.091235185154854E8;-5233302.436268093;6217053.782048597
-1.0893961520203371E8;-8698094.51581979;6160258.839681359
-1.0864547549281788E8;-1.2154085318193892E7;6097230.340401903
-1.0824149727695112E8;-1.5597788971346147E7;6028037.68834353
-1.0772818623974006E8;-1.9025738016799495E7;5952756.252471254
-1.0710615499884067E8;-2.243448661220114E7;5871467.274110101
-1.0637612215499891E8;-2.582061369170948E7;5784257.770117935
-1.0553891125949377E8;-2.9180726082590826E7;5691220.431840877
-1.045954497002984E8;-3.2511461576508824E7;5592453.519991878
-1.0354676750904545E8;-3.580949195408264E7;5488060.755588485
-1.0239399609075588E8;-3.9071525961388215E7;5378151.207082779
-1.0113836687832195E8;-4.2294312237149395E7;5262839.173813771
-9.978120991370258E7;-4.547464218945817E7;5142244.065909715
-9.83239523576923E7;-4.8609352820930086E7;5016490.280765039
-9.676811693017724E7;-5.16953295012682E7;4885707.076211234
-9.511532028264627E7;-5.472950868628653E7;4750028.440501396
-9.336727130475956E7;-5.770888058248098E7;4609592.959220368
-9.152576936671123E7;-6.063049175629053E7;4464543.679234356
-8.959270249903932E7;-6.349144768727589E7;4315027.969784377
-8.757004551155433E7;-6.6288915264412306E7;4161197.3808309273
-8.545985805297558E7;-6.902012522480394E7;4003207.4987509404
-8.326428261278799E7;-7.168237453411423E7;3841217.799483384
-8.098554246686694E7;-7.427302870802884E7;3675391.4992212225
-7.862593956828317E7;-7.67895240741249E7;3505895.4027408534
-7.618785238473605E7;-7.922936997349727E7;3332899.7494598613
-7.367373368396944E7;-8.159015090153944E7;3156578.0573091134
-7.108610826850279E7;-8.386952858721775E7;2977106.9645060743
-6.842757066096021E7;-8.606524401029666E7;2794666.0693099243
-6.570078274129222E7;-8.817511935583982E7;2609437.767840463
-6.29084713370641E7;-9.01970599053927E7;2421607.090039473
-6.0053425768044025E7;-9.212905586421196E7;2231361.5338516696
-5.7138495346245125E7;-9.396918412390609E7;2038890.897700762
-5.41665868325653E7;-9.571560995981662E7;1844387.1113366198
-5.114066185115479E7;-9.736658866246745E7;1648044.0651257136
-4.806373426261274E7;-9.892046710239077E7;1450057.437859186
-4.4938867497116975E7;-1.0037568522759326E8;1250624.5231513302
-4.1769171848559976E7;-1.0173077749291913E8;1049944.054500442
-3.8557801730797276E7;-1.0298437422052349E8;848216.0290855397
-3.530795289706728E7;-1.0413520289065978E8;645641.5303718578
-3.2022859623682193E7;-1.0518208936193508E8;442422.54959892796
-2.8705791859094128E7;-1.0612395902015828E8;238761.80622637764
-2.5360052339429546E7;-1.0695983785488783E8;34862.567413052275
-2.1988973671636004E7;-1.0768885346272752E8;-169071.53339250808
-1.859591538539126E7;-1.0831023597640106E8;-372836.67867126054
-1.5184260954950863E7;-1.0882331891862419E8;-576229.0497810069
-1.1757414792155065E7;-1.0922753997968692E8;-779045.0105482804
-8318799.211845132;-1.0952244171774201E8;-981081.2914185298
-4871851.370984109;-1.0970767218065615E8;-1182135.1740754773
-1420020.1828257216;-1.0978298544831122E8;-1382004.6764375246
2033236.7924703152;-1.0974824209419808E8;-1580488.737935996
5484456.479325029;-1.0960340956514858E8;-1777387.4049757232
8930173.438812327;-1.0934856247797407E8;-1972502.0164756346
1.236692303973301E7;-1.0898388283180557E8;-2165635.389382618
1.5791244647039738E7;-1.0850966013493626E8;-2356592.0040472173
1.9199684825878736E7;-1.0792629144485673E8;-2545178.1893461235
2.258880055944651E7;-1.0723428132030721E8;-2731202.307432214
2.5955162478760246E7;-1.0643424168404245E8;-2914474.9379858533
2.929535810237137E7;-1.055268915950784E8;-3094809.0618401775
3.260599508394539E7;-1.0451305692917617E8;-3272020.243843647
3.588370446555236E7;-1.0339366996634756E8;-3445926.814821653
3.912514393439587E7;-1.0216976888414855E8;-3616350.0524919517
4.232700108063534E7;-1.0084249715558732E8;-3783114.3611822645
4.548599665383013E7;-9.941310285051298E7;-3946047.4501955733
4.85988878154471E7;-9.788293783933634E7;-4104980.5106606474
5.1662471384768315E7;-9.625345689805466E7;-4259748.390700105
5.467358707542064E7;-9.452621671353543E7;-4410189.76874256
5.762912071964698E7;-9.270287478813359E7;-4556147.324800437
6.052600747734021E7;-9.078518824275638E7;-4697467.90952666
6.33612350267465E7;-8.877501251758961E7;-4834002.7108603185
6.613184673363018E7;-8.667429996975237E7;-4965607.418063784
6.883494479561332E7;-8.448509836728618E7;-5092142.382948588
7.146769335827538E7;-8.220954927896936E7;-5213472.778082419
7.402732159947719E7;-7.9849886359553E7;-5329468.75176577
7.651112677834186E7;-7.740843353015752E7;-5440005.579559122
7.891647724516304E7;-7.488760305367589E7;-5544963.81214226
8.124081540842515E7;-7.228989350520557E7;-5644229.419280554
8.34816606550786E7;-6.961788763760364E7;-5737693.92967245
8.56366122200558E7;-6.687425014252323E7;-5825254.566449926
8.770335200103271E7;-6.406172530732416E7;-5906814.378104961
8.96796473142528E7;-6.118313456851644E7;-5982282.364609259
9.156335358730364E7;-5.824137396252756E7;-6051573.598503138
9.335241698456582E7;-5.523941147475713E7;-6114609.340719805
9.504487696108359E7;-5.218028428810154E7;-6171317.150923077
9.663886874054916E7;-4.906709593229806E7;-6221630.992128601
9.813262571310988E7;-4.590301333565157E7;-6265491.329388032
9.95244817486229E7;-4.269126378093713E7;-6302845.222311848
1.0081287342103633E8;-3.943513176744023E7;-6333646.411215625
1.0199634213963655E8;-3.613795578136373E7;-6357855.396672724
1.0307353618276572E8;-3.280312497704826E7;-6375439.512263492
1.0404321262982379E8;-2.9434075771652516E7;-6386372.990318994
1.0490423918729609E8;-2.603428835621541E7;-6390637.020457145
1.0565559590463096E8;-2.2607283126213323E7;-6388219.800718182
1.0629637677585469E8;-1.915661703496851E7;-6379116.58111428
1.0682579122291349E8;-1.5685879873470485E7;-6363329.6994095715
1.072431654568425E8;-1.219869048040848E7;-6340868.608953968
1.0754794371298577E8;-8698692.88642811;-6311749.898401832
1.077396893566566E8;-5189552.396865002;-6275997.303156131
1.07818085855796E8;-1674951.6174420605;-6233641.708392144
1.0778293761733544E8;1841413.5723349564;-6184721.14352823
1.0763417068413149E8;5355838.093134373;-6129280.768028928
1.0737183328953362E8;8864611.781941481;-6067372.848439357
1.0699609626681374E8;1.2364023545027632E7;-5999056.72656709
1.065072533109133E8;1.5850365542201266E7;-5924398.778737722
1.0590572109019004E8;1.931993739662692E7;-5843472.366072363
1.051920392060462E8;2.2769050424327567E7;-5756357.775743726
1.0436686999868937E8;2.6194031877335623E7;-5663142.153186595
1.0343099819739315E8;2.959122919432424E7;-5563919.425258194
1.0238533041405275E8;3.2957014252395127E7;-5458790.214356342
1.012308944790419E8;3.628778761361029E7;-5347861.743525228
9.996883861868453E7;3.957998275974167E7;-5231247.732597714
9.860043047400445E7;4.283007030861643E7;-5109068.285438758
9.712705596069704E7;4.603456220538907E7;-4981449.768377765
9.55502179705973E7;4.919001588201898E7;-4848524.6799343815
9.387153491525537E7;5.229303837816897E7;-4710431.511962918
9.209273911257565E7;5.534029041677762E7;-4567314.602359173
9.021567501777305E7;5.832849042751406E7;-4419323.97949504
8.824229730026789E7;6.125441851139891E7;-4266615.198560506
8.61746687685096E7;6.411492033987122E7;-4109349.1700195237
8.401495814495653E7;6.690691098168996E7;-3947691.9803950177
8.176543769390589E7;6.96273786511172E7;-3781814.7056260724
7.942848070509511E7;7.227338837092504E7;-3611893.217251187
7.700655883637495E7;7.484208554397348E7;-3438107.9816921945
7.45022393190708E7;7.733069942710094E7;-3260643.8529295544
7.191818202995194E7;7.973654650139938E7;-3079689.8588741063
6.92571364340437E7;8.20570337330075E7;-2895438.981757705
6.65219384027978E7;8.428966171881905E7;-2708087.932877997
6.371550691245251E7;8.643202771168825E7;-2517836.922047414
6.084084062764651E7;8.848182851997718E7;-2324889.4221068015
5.790101437564451E7;9.043686327652407E7;-2129451.928878393
5.4899175516743414E7;9.229503607237698E7;-1931733.7169411369
5.183854021668383E7;9.405435845091581E7;-1731946.591621975
4.8722389627098076E7;9.571295175830066E7;-1530304.6376050964
4.5554065980204284E7;9.726904934647354E7;-1327023.9645667365
4.233696860414841E7;9.87209986252135E7;-1122322.4502516908
3.90745498655523E7;1.0006726296019648E8;-916419.4814096134
3.577031104595345E7;1.0130642341416991E8;-709535.6930152437
3.242779815896141E7;1.0243718032883392E8;-501892.7061969232
2.9050597715032205E7;1.034583547453301E8;-293712.865300314
2.564233244084874E7;1.0436888966152222E8;-85218.97451339137
2.2206656960365895E7;1.0516785112471257E8;123365.9655226371
1.8747253444589257E7;1.0585442915868104E8;331819.0206940928
1.5267827237198828E7;1.06427938524433E8;539917.5855688902
1.1772102463112019E7;1.068878193141706E8;747439.6443103082
